TIME_UNITS,Gateway Distance Grd:Goddard,Gateway Distance Grd:Guam,Gateway Distance Grd:WhiteSands,Gateway Distance TDRS13,Gateway Distance TDRS3,Gateway Distance TDRS5,Gateway Distance TDRS7
40170,414104.0975,416603.7815,416671.5581,383462.0124,405996.0548,454954.5473,393738.8334
40200,414098.0883,416618.0606,416667.4009,383408.5203,405911.7,454979.2344,393821.2163
40230,414092.0735,416632.3269,416663.2276,383355.1736,405827.3736,455003.7559,393903.6876
40260,414086.053,416646.5805,416659.0384,383301.9726,405743.0762,455028.1117,393986.247
40290,414080.027,416660.8213,416654.8332,383248.9176,405658.8081,455052.3017,394068.8939
40320,414073.9955,416675.0491,416650.6121,383196.009,405574.5698,455076.3258,394151.6281
40350,414067.9586,416689.2641,416646.3751,383143.247,405490.3616,455100.1839,394234.449
40380,414061.9162,416703.466,416642.1223,383090.6321,405406.184,455123.876,394317.3563
40410,414055.8685,416717.655,416637.8537,383038.1645,405322.0375,455147.4021,394400.3496
40440,414049.8154,416731.8309,416633.5693,382985.8445,405237.9224,455170.762,394483.4285
40470,414043.757,416745.9936,416629.2691,382933.6724,405153.8391,455193.9556,394566.5925
40500,414037.6934,416760.1432,416624.9533,382881.6486,405069.788,455216.983,394649.8412
40530,414031.6246,416774.2796,416620.6217,382829.7734,404985.7696,455239.8439,394733.1743
40560,414025.5506,416788.4028,416616.2746,382778.0472,404901.7843,455262.5385,394816.5913
40590,414019.4715,416802.5126,416611.9118,382726.4701,404817.8325,455285.0665,394900.0918
40620,414013.3873,416816.6091,416607.5334,382675.0425,404733.9147,455307.4279,394983.6754
40650,414007.2981,416830.6922,416603.1396,382623.7648,404650.0311,455329.6227,395067.3418
40680,414001.2038,416844.7619,416598.7302,382572.6373,404566.1824,455351.6507,395151.0903
40710,413995.1047,416858.8181,416594.3053,382521.6602,404482.3687,455373.512,395234.9208
40740,413989.0006,416872.8607,416589.865,382470.834,404398.5907,455395.2064,395318.8327
40770,413982.8916,416886.8898,416585.4093,382420.1588,404314.8487,455416.7339,395402.8257
40800,413976.7778,416900.9052,416580.9382,382369.635,404231.1431,455438.0945,395486.8993
40830,413970.6593,416914.907,416576.4518,382319.263,404147.4743,455459.2879,395571.0532
40860,413964.536,416928.895,416571.9501,382269.0429,404063.8428,455480.3143,395655.2868
40890,413958.408,416942.8693,416567.4332,382218.9752,403980.2489,455501.1735,395739.5999
40920,413952.2753,416956.8297,416562.901,382169.0602,403896.6932,455521.8654,395823.9919
40950,413946.138,416970.7764,416558.3536,382119.2981,403813.1759,455542.3901,395908.4626
40980,413939.9962,416984.7091,416553.7911,382069.6892,403729.6976,455562.7473,395993.0114
41010,413933.8498,416998.6278,416549.2134,382020.2339,403646.2586,455582.9372,396077.638
41040,413927.699,417012.5326,416544.6206,381970.9325,403562.8593,455602.9596,396162.3419
41070,413921.5437,417026.4233,416540.0128,381921.7852,403479.5003,455622.8144,396247.1227
41100,413915.384,417040.3,416535.39,381872.7924,403396.1818,455642.5016,396331.9801
41130,413909.2199,417054.1625,416530.7522,381823.9544,403312.9043,455662.0212,396416.9136
41160,413903.0516,417068.0108,416526.0994,381775.2715,403229.6683,455681.373,396501.9227
41190,413896.879,417081.8449,416521.4317,381726.7439,403146.4741,455700.5571,396587.0072
41220,413890.7021,417095.6648,416516.7491,381678.372,403063.3222,455719.5733,396672.1665
41250,413884.5211,417109.4703,416512.0517,381630.1561,402980.213,455738.4216,396757.4003
41280,413878.3359,417123.2615,416507.3395,381582.0965,402897.1469,455757.1019,396842.7082
41310,413872.1466,417137.0383,416502.6125,381534.1934,402814.1242,455775.6143,396928.0896
41340,413865.9533,417150.8006,416497.8708,381486.4472,402731.1456,455793.9586,397013.5443
41370,413859.7559,417164.5484,416493.1144,381438.8582,402648.2113,455812.1348,397099.0718
41400,413853.5546,417178.2817,416488.3433,381391.4267,402565.3217,455830.1428,397184.6717
41430,413847.3493,417192.0004,416483.5576,381344.1529,402482.4774,455847.9825,397270.3436
41460,413841.1402,417205.7045,416478.7573,381297.0371,402399.6786,455865.654,397356.087
41490,413834.9272,417219.3939,416473.9424,381250.0797,402316.9259,455883.1572,397441.9016
41520,413828.7105,417233.0686,416469.113,381203.2809,402234.2197,455900.492,397527.7869
41550,413822.4899,417246.7285,416464.2691,381156.6411,402151.5603,455917.6583,397613.7426
41580,413816.2657,417260.3736,416459.4108,381110.1605,402068.9482,455934.6562,397699.7681
41610,413810.0378,417274.0039,416454.5381,381063.8394,401986.3838,455951.4855,397785.8632
41640,413803.8063,417287.6193,416449.651,381017.6781,401903.8675,455968.1463,397872.0274
41670,413797.5712,417301.2197,416444.7495,380971.6769,401821.3998,455984.6384,397958.2602
41700,413791.3325,417314.8052,416439.8337,380925.836,401738.981,456000.9618,398044.5612
41730,413785.0904,417328.3756,416434.9037,380880.1558,401656.6116,456017.1165,398130.9302
41760,413778.8448,417341.9309,416429.9594,380834.6366,401574.292,456033.1025,398217.3665
41790,413772.5957,417355.4711,416425.001,380789.2786,401492.0226,456048.9196,398303.8699
41820,413766.3434,417368.9962,416420.0284,380744.0821,401409.8039,456064.5678,398390.4398
41850,413760.0877,417382.5061,416415.0416,380699.0474,401327.6362,456080.0471,398477.0759
41880,413753.8287,417396.0007,416410.0408,380654.1749,401245.52,456095.3575,398563.7779
41910,413747.5665,417409.48,416405.0259,380609.4646,401163.4557,456110.4988,398650.5451
41940,413741.3011,417422.944,416399.997,380564.9171,401081.4437,456125.4711,398737.3773
41970,413735.0325,417436.3926,416394.9542,380520.5324,400999.4844,456140.2743,398824.2741
42000,413728.7608,417449.8257,416389.8974,380476.311,400917.5782,456154.9084,398911.2349
42030,413722.4861,417463.2434,416384.8267,380432.253,400835.7257,456169.3733,398998.2595
42060,413716.2084,417476.6456,416379.7421,380388.3588,400753.9271,456183.6689,399085.3473
42090,413709.9276,417490.0322,416374.6437,380344.6287,400672.1829,456197.7953,399172.498
42120,413703.644,417503.4033,416369.5316,380301.0629,400590.4936,456211.7525,399259.7111
42150,413697.3574,417516.7587,416364.4056,380257.6616,400508.8595,456225.5402,399346.9863
42180,413691.068,417530.0984,416359.266,380214.4253,400427.281,456239.1586,399434.3231
42210,413684.7758,417543.4223,416354.1127,380171.354,400345.7586,456252.6076,399521.7212
42240,413678.4809,417556.7305,416348.9457,380128.4482,400264.2928,456265.8871,399609.18
42270,413672.1832,417570.0229,416343.7652,380085.7081,400182.8838,456278.9971,399696.6992
